Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.43  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Pulse,Off
TempUnit,C
Sampling interval,20ms
Total data points,40943     
Trigger,0         
Start time,2025-08-17,13:11:22
End time,2025-08-17,13:25:01
Trigger time,2025-08-17,13:11:22
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH5," CH 5","M",DC,2V,,Off,+50.00,-50.00,[A],28,16,2,0
CH6," CH 6","M",DC,100V,,Off,+50.00,-50.00,[V],5,23,30,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line Width
Pulse1,COUNT,L,,500000,0,[C],28,5,6,0
Pulse2,OFF,H,,500000,0,[],0,13,23,0
Pulse3,OFF,H,,500000,0,[],9,22,8,0
Pulse4,OFF,H,,500000,0,[],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH5,CH6,Pulse1,Alarm1-10,AlarmLogic/Pulse,AlarmOut
        40,2025/08/17 13:11:22,780,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        41,2025/08/17 13:11:22,800,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        42,2025/08/17 13:11:22,820,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        43,2025/08/17 13:11:22,840,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        44,2025/08/17 13:11:22,860,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        45,2025/08/17 13:11:22,880,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        46,2025/08/17 13:11:22,900,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        47,2025/08/17 13:11:22,920,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        48,2025/08/17 13:11:22,940,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        49,2025/08/17 13:11:22,960,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        50,2025/08/17 13:11:22,980,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        51,2025/08/17 13:11:23,  0,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        52,2025/08/17 13:11:23, 20,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        53,2025/08/17 13:11:23, 40,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        54,2025/08/17 13:11:23, 60,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        55,2025/08/17 13:11:23, 80,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        56,2025/08/17 13:11:23,100,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        57,2025/08/17 13:11:23,120,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        58,2025/08/17 13:11:23,140,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        59,2025/08/17 13:11:23,160,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        60,2025/08/17 13:11:23,180,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        61,2025/08/17 13:11:23,200,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        62,2025/08/17 13:11:23,220,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        63,2025/08/17 13:11:23,240,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        64,2025/08/17 13:11:23,260,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        65,2025/08/17 13:11:23,280,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        66,2025/08/17 13:11:23,300,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        67,2025/08/17 13:11:23,320,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        68,2025/08/17 13:11:23,340,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        69,2025/08/17 13:11:23,360,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        70,2025/08/17 13:11:23,380,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        71,2025/08/17 13:11:23,400,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        72,2025/08/17 13:11:23,420,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        73,2025/08/17 13:11:23,440,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        74,2025/08/17 13:11:23,460,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        75,2025/08/17 13:11:23,480,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        76,2025/08/17 13:11:23,500,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        77,2025/08/17 13:11:23,520,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        78,2025/08/17 13:11:23,540,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        79,2025/08/17 13:11:23,560,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        80,2025/08/17 13:11:23,580,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        81,2025/08/17 13:11:23,600,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        82,2025/08/17 13:11:23,620,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        83,2025/08/17 13:11:23,640,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        84,2025/08/17 13:11:23,660,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        85,2025/08/17 13:11:23,680,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        86,2025/08/17 13:11:23,700,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        87,2025/08/17 13:11:23,720,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        88,2025/08/17 13:11:23,740,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        89,2025/08/17 13:11:23,760,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        90,2025/08/17 13:11:23,780,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        91,2025/08/17 13:11:23,800,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        92,2025/08/17 13:11:23,820,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        93,2025/08/17 13:11:23,840,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
        94,2025/08/17 13:11:23,860,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        95,2025/08/17 13:11:23,880,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        96,2025/08/17 13:11:23,900,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        97,2025/08/17 13:11:23,920,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        98,2025/08/17 13:11:23,940,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
        99,2025/08/17 13:11:23,960,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       100,2025/08/17 13:11:23,980,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       101,2025/08/17 13:11:24,  0,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       102,2025/08/17 13:11:24, 20,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       103,2025/08/17 13:11:24, 40,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       104,2025/08/17 13:11:24, 60,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       105,2025/08/17 13:11:24, 80,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       106,2025/08/17 13:11:24,100,+  0.36,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       107,2025/08/17 13:11:24,120,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       108,2025/08/17 13:11:24,140,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       109,2025/08/17 13:11:24,160,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       110,2025/08/17 13:11:24,180,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       111,2025/08/17 13:11:24,200,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       112,2025/08/17 13:11:24,220,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       113,2025/08/17 13:11:24,240,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       114,2025/08/17 13:11:24,260,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       115,2025/08/17 13:11:24,280,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       116,2025/08/17 13:11:24,300,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       117,2025/08/17 13:11:24,320,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       118,2025/08/17 13:11:24,340,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       119,2025/08/17 13:11:24,360,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       120,2025/08/17 13:11:24,380,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       121,2025/08/17 13:11:24,400,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       122,2025/08/17 13:11:24,420,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       123,2025/08/17 13:11:24,440,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       124,2025/08/17 13:11:24,460,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       125,2025/08/17 13:11:24,480,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       126,2025/08/17 13:11:24,500,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       127,2025/08/17 13:11:24,520,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       128,2025/08/17 13:11:24,540,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       129,2025/08/17 13:11:24,560,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       130,2025/08/17 13:11:24,580,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       131,2025/08/17 13:11:24,600,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       132,2025/08/17 13:11:24,620,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       133,2025/08/17 13:11:24,640,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       134,2025/08/17 13:11:24,660,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       135,2025/08/17 13:11:24,680,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       136,2025/08/17 13:11:24,700,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       137,2025/08/17 13:11:24,720,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       138,2025/08/17 13:11:24,740,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       139,2025/08/17 13:11:24,760,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       140,2025/08/17 13:11:24,780,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       141,2025/08/17 13:11:24,800,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       142,2025/08/17 13:11:24,820,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       143,2025/08/17 13:11:24,840,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       144,2025/08/17 13:11:24,860,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       145,2025/08/17 13:11:24,880,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       146,2025/08/17 13:11:24,900,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       147,2025/08/17 13:11:24,920,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       148,2025/08/17 13:11:24,940,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       149,2025/08/17 13:11:24,960,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       150,2025/08/17 13:11:24,980,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       151,2025/08/17 13:11:25,  0,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       152,2025/08/17 13:11:25, 20,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       153,2025/08/17 13:11:25, 40,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       154,2025/08/17 13:11:25, 60,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       155,2025/08/17 13:11:25, 80,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       156,2025/08/17 13:11:25,100,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       157,2025/08/17 13:11:25,120,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       158,2025/08/17 13:11:25,140,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       159,2025/08/17 13:11:25,160,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       160,2025/08/17 13:11:25,180,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       161,2025/08/17 13:11:25,200,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       162,2025/08/17 13:11:25,220,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       163,2025/08/17 13:11:25,240,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       164,2025/08/17 13:11:25,260,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       165,2025/08/17 13:11:25,280,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       166,2025/08/17 13:11:25,300,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       167,2025/08/17 13:11:25,320,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       168,2025/08/17 13:11:25,340,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       169,2025/08/17 13:11:25,360,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       170,2025/08/17 13:11:25,380,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       171,2025/08/17 13:11:25,400,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       172,2025/08/17 13:11:25,420,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       173,2025/08/17 13:11:25,440,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       174,2025/08/17 13:11:25,460,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       175,2025/08/17 13:11:25,480,+  0.35,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       176,2025/08/17 13:11:25,500,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       177,2025/08/17 13:11:25,520,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       178,2025/08/17 13:11:25,540,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       179,2025/08/17 13:11:25,560,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       180,2025/08/17 13:11:25,580,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       181,2025/08/17 13:11:25,600,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       182,2025/08/17 13:11:25,620,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       183,2025/08/17 13:11:25,640,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       184,2025/08/17 13:11:25,660,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       185,2025/08/17 13:11:25,680,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       186,2025/08/17 13:11:25,700,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       187,2025/08/17 13:11:25,720,+  0.33,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       188,2025/08/17 13:11:25,740,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       189,2025/08/17 13:11:25,760,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       190,2025/08/17 13:11:25,780,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       191,2025/08/17 13:11:25,800,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       192,2025/08/17 13:11:25,820,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       193,2025/08/17 13:11:25,840,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       194,2025/08/17 13:11:25,860,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       195,2025/08/17 13:11:25,880,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       196,2025/08/17 13:11:25,900,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       197,2025/08/17 13:11:25,920,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       198,2025/08/17 13:11:25,940,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       199,2025/08/17 13:11:25,960,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       200,2025/08/17 13:11:25,980,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       201,2025/08/17 13:11:26,  0,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       202,2025/08/17 13:11:26, 20,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       203,2025/08/17 13:11:26, 40,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       204,2025/08/17 13:11:26, 60,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       205,2025/08/17 13:11:26, 80,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       206,2025/08/17 13:11:26,100,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       207,2025/08/17 13:11:26,120,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       208,2025/08/17 13:11:26,140,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       209,2025/08/17 13:11:26,160,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       210,2025/08/17 13:11:26,180,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       211,2025/08/17 13:11:26,200,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       212,2025/08/17 13:11:26,220,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       213,2025/08/17 13:11:26,240,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       214,2025/08/17 13:11:26,260,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       215,2025/08/17 13:11:26,280,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       216,2025/08/17 13:11:26,300,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       217,2025/08/17 13:11:26,320,+  0.34,+ 49.59,        0,LLLLLLLLLL,LLLL,LLLL
       218,2025/08/17 13:11:26,340,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       219,2025/08/17 13:11:26,360,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       220,2025/08/17 13:11:26,380,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       221,2025/08/17 13:11:26,400,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       222,2025/08/17 13:11:26,420,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       223,2025/08/17 13:11:26,440,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       224,2025/08/17 13:11:26,460,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       225,2025/08/17 13:11:26,480,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       226,2025/08/17 13:11:26,500,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       227,2025/08/17 13:11:26,520,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       228,2025/08/17 13:11:26,540,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       229,2025/08/17 13:11:26,560,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       230,2025/08/17 13:11:26,580,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       231,2025/08/17 13:11:26,600,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       232,2025/08/17 13:11:26,620,+  0.34,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
       233,2025/08/17 13:11:26,640,+  0.35,+ 49.60,        0,LLLLLLLLLL,LLLL,LLLL
