Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.43  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Pulse,Off
TempUnit,C
Sampling interval,20ms
Total data points,20623     
Trigger,0         
Start time,2025-08-17,12:28:28
End time,2025-08-17,12:35:20
Trigger time,2025-08-17,12:28:28
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH5," CH 5","M",DC,2V,,Off,+50.00,-50.00,[A],28,16,2,0
CH6," CH 6","M",DC,100V,,Off,+50.00,-50.00,[V],5,23,30,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line Width
Pulse1,COUNT,L,,500000,0,[C],28,5,6,0
Pulse2,OFF,H,,500000,0,[],0,13,23,0
Pulse3,OFF,H,,500000,0,[],9,22,8,0
Pulse4,OFF,H,,500000,0,[],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH5,CH6,Pulse1,Alarm1-10,AlarmLogic/Pulse,AlarmOut
        76,2025/08/17 12:28:29,500,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        77,2025/08/17 12:28:29,520,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        78,2025/08/17 12:28:29,540,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        79,2025/08/17 12:28:29,560,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        80,2025/08/17 12:28:29,580,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        81,2025/08/17 12:28:29,600,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        82,2025/08/17 12:28:29,620,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        83,2025/08/17 12:28:29,640,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        84,2025/08/17 12:28:29,660,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        85,2025/08/17 12:28:29,680,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        86,2025/08/17 12:28:29,700,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        87,2025/08/17 12:28:29,720,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        88,2025/08/17 12:28:29,740,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        89,2025/08/17 12:28:29,760,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        90,2025/08/17 12:28:29,780,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        91,2025/08/17 12:28:29,800,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        92,2025/08/17 12:28:29,820,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        93,2025/08/17 12:28:29,840,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        94,2025/08/17 12:28:29,860,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        95,2025/08/17 12:28:29,880,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        96,2025/08/17 12:28:29,900,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
        97,2025/08/17 12:28:29,920,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        98,2025/08/17 12:28:29,940,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
        99,2025/08/17 12:28:29,960,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       100,2025/08/17 12:28:29,980,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       101,2025/08/17 12:28:30,  0,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       102,2025/08/17 12:28:30, 20,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       103,2025/08/17 12:28:30, 40,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       104,2025/08/17 12:28:30, 60,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       105,2025/08/17 12:28:30, 80,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       106,2025/08/17 12:28:30,100,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       107,2025/08/17 12:28:30,120,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       108,2025/08/17 12:28:30,140,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       109,2025/08/17 12:28:30,160,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       110,2025/08/17 12:28:30,180,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       111,2025/08/17 12:28:30,200,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       112,2025/08/17 12:28:30,220,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       113,2025/08/17 12:28:30,240,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       114,2025/08/17 12:28:30,260,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       115,2025/08/17 12:28:30,280,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       116,2025/08/17 12:28:30,300,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       117,2025/08/17 12:28:30,320,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       118,2025/08/17 12:28:30,340,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       119,2025/08/17 12:28:30,360,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       120,2025/08/17 12:28:30,380,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       121,2025/08/17 12:28:30,400,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       122,2025/08/17 12:28:30,420,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       123,2025/08/17 12:28:30,440,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       124,2025/08/17 12:28:30,460,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       125,2025/08/17 12:28:30,480,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       126,2025/08/17 12:28:30,500,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       127,2025/08/17 12:28:30,520,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       128,2025/08/17 12:28:30,540,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       129,2025/08/17 12:28:30,560,+  0.53,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       130,2025/08/17 12:28:30,580,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       131,2025/08/17 12:28:30,600,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       132,2025/08/17 12:28:30,620,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       133,2025/08/17 12:28:30,640,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       134,2025/08/17 12:28:30,660,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       135,2025/08/17 12:28:30,680,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       136,2025/08/17 12:28:30,700,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       137,2025/08/17 12:28:30,720,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       138,2025/08/17 12:28:30,740,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       139,2025/08/17 12:28:30,760,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       140,2025/08/17 12:28:30,780,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       141,2025/08/17 12:28:30,800,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       142,2025/08/17 12:28:30,820,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       143,2025/08/17 12:28:30,840,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       144,2025/08/17 12:28:30,860,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       145,2025/08/17 12:28:30,880,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       146,2025/08/17 12:28:30,900,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       147,2025/08/17 12:28:30,920,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       148,2025/08/17 12:28:30,940,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       149,2025/08/17 12:28:30,960,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       150,2025/08/17 12:28:30,980,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       151,2025/08/17 12:28:31,  0,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       152,2025/08/17 12:28:31, 20,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       153,2025/08/17 12:28:31, 40,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       154,2025/08/17 12:28:31, 60,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       155,2025/08/17 12:28:31, 80,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       156,2025/08/17 12:28:31,100,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       157,2025/08/17 12:28:31,120,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       158,2025/08/17 12:28:31,140,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       159,2025/08/17 12:28:31,160,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       160,2025/08/17 12:28:31,180,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       161,2025/08/17 12:28:31,200,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       162,2025/08/17 12:28:31,220,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       163,2025/08/17 12:28:31,240,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       164,2025/08/17 12:28:31,260,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       165,2025/08/17 12:28:31,280,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       166,2025/08/17 12:28:31,300,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       167,2025/08/17 12:28:31,320,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       168,2025/08/17 12:28:31,340,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       169,2025/08/17 12:28:31,360,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       170,2025/08/17 12:28:31,380,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       171,2025/08/17 12:28:31,400,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       172,2025/08/17 12:28:31,420,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       173,2025/08/17 12:28:31,440,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       174,2025/08/17 12:28:31,460,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       175,2025/08/17 12:28:31,480,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       176,2025/08/17 12:28:31,500,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       177,2025/08/17 12:28:31,520,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       178,2025/08/17 12:28:31,540,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       179,2025/08/17 12:28:31,560,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       180,2025/08/17 12:28:31,580,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       181,2025/08/17 12:28:31,600,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       182,2025/08/17 12:28:31,620,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       183,2025/08/17 12:28:31,640,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       184,2025/08/17 12:28:31,660,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       185,2025/08/17 12:28:31,680,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       186,2025/08/17 12:28:31,700,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       187,2025/08/17 12:28:31,720,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       188,2025/08/17 12:28:31,740,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       189,2025/08/17 12:28:31,760,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       190,2025/08/17 12:28:31,780,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       191,2025/08/17 12:28:31,800,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       192,2025/08/17 12:28:31,820,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       193,2025/08/17 12:28:31,840,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       194,2025/08/17 12:28:31,860,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       195,2025/08/17 12:28:31,880,+  0.53,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       196,2025/08/17 12:28:31,900,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       197,2025/08/17 12:28:31,920,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       198,2025/08/17 12:28:31,940,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       199,2025/08/17 12:28:31,960,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       200,2025/08/17 12:28:31,980,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       201,2025/08/17 12:28:32,  0,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       202,2025/08/17 12:28:32, 20,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       203,2025/08/17 12:28:32, 40,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       204,2025/08/17 12:28:32, 60,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       205,2025/08/17 12:28:32, 80,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       206,2025/08/17 12:28:32,100,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       207,2025/08/17 12:28:32,120,+  0.50,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       208,2025/08/17 12:28:32,140,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       209,2025/08/17 12:28:32,160,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       210,2025/08/17 12:28:32,180,+  0.53,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       211,2025/08/17 12:28:32,200,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       212,2025/08/17 12:28:32,220,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       213,2025/08/17 12:28:32,240,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       214,2025/08/17 12:28:32,260,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       215,2025/08/17 12:28:32,280,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       216,2025/08/17 12:28:32,300,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       217,2025/08/17 12:28:32,320,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       218,2025/08/17 12:28:32,340,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       219,2025/08/17 12:28:32,360,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       220,2025/08/17 12:28:32,380,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       221,2025/08/17 12:28:32,400,+  0.52,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       222,2025/08/17 12:28:32,420,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       223,2025/08/17 12:28:32,440,+  0.53,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       224,2025/08/17 12:28:32,460,+  0.54,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       225,2025/08/17 12:28:32,480,+  0.53,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       226,2025/08/17 12:28:32,500,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       227,2025/08/17 12:28:32,520,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       228,2025/08/17 12:28:32,540,+  0.53,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       229,2025/08/17 12:28:32,560,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       230,2025/08/17 12:28:32,580,+  0.51,+ 51.23,        0,LLLLLLLLLL,LLLL,LLLL
       231,2025/08/17 12:28:32,600,+  0.52,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       232,2025/08/17 12:28:32,620,+  0.50,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
       233,2025/08/17 12:28:32,640,+  0.51,+ 51.22,        0,LLLLLLLLLL,LLLL,LLLL
