Tick,Throttle,Speed,Current,Voltage,HallPulses,Distance_m
4699,689,0,121,48956,0,0.000
4749,689,0,121,48956,0,0.000
4799,689,0,121,48956,0,0.000
4855,689,0,121,48956,0,0.000
4905,689,0,121,48955,0,0.000
4967,689,0,121,48955,0,0.000
5017,689,0,121,48955,0,0.000
5067,689,0,121,48955,0,0.000
5117,689,0,121,48955,0,0.000
5167,689,0,121,48955,0,0.000
5217,689,0,121,48955,0,0.000
5267,689,0,121,48955,0,0.000
5317,689,0,121,48956,0,0.000
5367,689,0,121,48956,0,0.000
5417,689,0,121,48956,0,0.000
5479,689,0,121,48956,0,0.000
5529,689,0,122,48956,0,0.000
5579,689,0,122,48956,0,0.000
5629,689,0,122,48956,0,0.000
5679,689,0,122,48956,0,0.000
5729,689,0,122,48956,0,0.000
5785,689,0,122,48956,0,0.000
5835,689,0,122,48956,0,0.000
5885,689,0,122,48956,0,0.000
5935,689,0,122,48956,0,0.000
5998,689,0,122,48956,0,0.000
6048,689,0,122,48956,0,0.000
6098,689,0,122,48956,0,0.000
6148,689,0,122,48956,0,0.000
6198,689,0,122,48956,0,0.000
6248,689,0,122,48956,0,0.000
6298,689,0,122,48956,0,0.000
6348,689,0,122,48956,0,0.000
6398,689,0,122,48956,0,0.000
6448,689,0,122,48956,0,0.000
6510,689,0,122,48954,0,0.000
6560,689,0,122,48954,0,0.000
6610,689,0,122,48954,0,0.000
6660,689,0,122,48954,0,0.000
6716,689,0,122,48954,0,0.000
6766,689,0,122,48954,0,0.000
6816,689,0,122,48954,0,0.000
6866,689,0,122,48954,0,0.000
6916,689,0,122,48955,0,0.000
6966,689,0,122,48955,0,0.000
7027,689,0,122,48955,0,0.000
7077,689,0,122,48955,0,0.000
7127,689,0,121,48955,0,0.000
7177,689,0,121,48955,0,0.000
7227,689,0,121,48955,0,0.000
7277,689,0,121,47190,0,0.000
7327,689,0,121,47190,0,0.000
7377,689,0,121,47190,0,0.000
7427,689,0,121,47190,0,0.000
7477,689,0,122,47190,0,0.000
7538,689,0,122,47190,0,0.000
7593,689,0,122,47190,0,0.000
7643,689,0,122,47190,0,0.000
7693,689,0,122,48955,0,0.000
7743,689,0,122,48955,0,0.000
7793,689,0,122,48955,0,0.000
7843,689,0,122,48955,0,0.000
7893,689,0,122,48955,0,0.000
7943,689,0,122,48955,0,0.000
7993,689,0,122,48955,0,0.000
8054,690,0,122,48955,0,0.000
8104,690,0,122,48954,0,0.000
8154,690,0,122,48954,0,0.000
8204,690,0,122,48954,0,0.000
8254,690,0,122,48954,0,0.000
8304,690,0,122,48954,0,0.000
8354,690,0,122,48954,0,0.000
8404,690,0,122,48954,0,0.000
8454,690,0,122,48954,0,0.000
8509,690,0,122,48954,0,0.000
8570,690,0,122,48954,0,0.000
8620,690,0,122,48954,0,0.000
8670,690,0,122,48954,0,0.000
8720,690,0,122,48954,0,0.000
8770,690,0,122,48954,0,0.000
8820,689,0,122,48954,0,0.000
8870,689,0,122,48954,0,0.000
8920,689,0,122,48954,0,0.000
8970,689,0,122,48954,0,0.000
9020,689,0,122,48954,0,0.000
9082,689,0,122,48954,0,0.000
9132,689,0,122,48954,0,0.000
9182,689,0,122,48954,0,0.000
9232,689,0,122,48954,0,0.000
9282,689,0,122,26604,0,0.000
9332,689,0,122,26604,0,0.000
9382,689,0,122,26604,0,0.000
9438,689,0,122,26604,0,0.000
9488,689,0,122,26604,0,0.000
9538,689,0,122,26604,0,0.000
9599,689,0,122,26604,0,0.000
9649,689,0,122,26604,0,0.000
9699,689,0,122,48953,0,0.000
9749,689,0,122,48953,0,0.000
9799,689,0,122,48953,0,0.000
9849,689,0,122,48953,0,0.000
9899,689,0,122,48953,0,0.000
9949,689,0,122,48953,0,0.000
9999,689,0,122,48953,0,0.000
10049,689,0,122,48953,0,0.000
10111,689,0,122,48953,0,0.000
10161,689,0,122,48953,0,0.000
10211,689,0,122,48953,0,0.000
10261,689,0,122,48953,0,0.000
10317,689,0,122,48953,0,0.000
10367,689,0,122,48953,0,0.000
10417,690,0,122,48953,0,0.000
10467,690,0,122,48953,0,0.000
10517,690,0,122,48953,0,0.000
10567,690,0,122,48953,0,0.000
10629,690,0,122,48953,0,0.000
10679,690,0,122,48953,0,0.000
10729,690,0,122,48953,0,0.000
10779,690,0,122,48953,0,0.000
10829,690,0,122,48953,0,0.000
10879,690,0,122,48953,0,0.000
10929,690,0,122,48953,0,0.000
10979,690,0,122,48953,0,0.000
11029,690,0,122,48953,0,0.000
11079,690,0,122,48953,0,0.000
11141,690,0,122,48953,0,0.000
11197,690,0,122,48953,0,0.000
11247,689,0,122,48953,0,0.000
11297,689,0,122,48952,0,0.000
11347,689,0,122,48952,0,0.000
11397,689,0,122,48952,0,0.000
11447,689,0,122,48952,0,0.000
11497,689,0,121,48952,0,0.000
11547,689,0,121,48952,0,0.000
11597,689,0,121,48952,0,0.000
11659,689,0,121,48952,0,0.000
11709,689,0,121,48952,0,0.000
11759,689,0,121,48952,0,0.000
11809,689,0,121,48952,0,0.000
11859,689,0,121,48952,0,0.000
11909,689,0,122,48952,0,0.000
11959,689,0,122,48952,0,0.000
12009,689,0,122,48952,0,0.000
12065,689,0,122,48952,0,0.000
12115,689,0,122,48953,0,0.000
12177,689,0,122,48953,0,0.000
12227,689,0,122,48953,0,0.000
12277,689,0,122,48953,0,0.000
12327,689,0,122,48953,0,0.000
12377,689,0,122,48953,0,0.000
12427,689,0,122,48953,0,0.000
12477,689,0,122,48953,0,0.000
12527,689,0,122,48952,0,0.000
12577,689,0,122,48952,0,0.000
12627,689,0,122,48952,0,0.000
12689,689,0,122,48952,0,0.000
12739,689,0,122,48952,0,0.000
12789,689,0,122,48952,1,0.419
12839,689,0,122,48952,1,0.419
12889,689,0,122,48952,1,0.419
12945,689,0,122,48952,1,0.419
12995,689,0,122,48952,2,0.838
13045,689,7959,122,48952,2,0.838
13095,689,7959,122,48952,2,0.838
13145,689,7959,122,48952,3,1.257
13206,689,8154,122,48952,3,1.257
13256,689,8154,122,48952,3,1.257
13306,689,8154,122,48953,3,1.257
13356,689,8154,122,48953,4,1.676
13406,689,8233,122,48953,4,1.676
13456,689,8233,122,48953,4,1.676
13506,689,8233,122,48953,5,2.095
13556,689,8233,122,48953,5,2.095
13606,689,8227,122,48953,5,2.095
13656,689,8227,122,48953,5,2.095
13718,689,8227,122,48952,6,2.514
13774,689,8227,122,48952,6,2.514
13824,689,8054,122,48952,6,2.514
13874,689,8054,122,48952,7,2.933
13924,689,8054,122,48952,7,2.933
13974,689,8054,122,48952,7,2.933
14024,689,8012,122,48952,7,2.933
14074,689,8012,122,48952,8,3.351
14124,689,8012,122,48952,8,3.351
14174,689,8012,122,48952,8,3.351
14235,689,8168,122,48952,8,3.351
14285,689,8168,122,48952,9,3.770
14335,689,8168,123,48952,9,3.770
14385,689,8168,123,48952,9,3.770
14435,690,8805,123,48952,10,4.189
14485,690,8805,123,48952,10,4.189
14535,690,8805,123,48953,11,4.608
14591,690,8805,123,48953,11,4.608
14641,690,9477,123,48953,11,4.608
14691,690,9477,123,48953,12,5.027
14752,690,9477,122,48953,12,5.027
14802,690,9477,122,48953,12,5.027
14852,690,10423,122,48953,13,5.446
14902,690,10423,122,47190,13,5.446
14952,690,10423,122,47190,13,5.446
15002,690,10423,122,47190,14,5.865
15052,690,10610,122,47190,14,5.865
15102,690,10610,9857,47190,15,6.284
15152,690,10610,9857,47190,15,6.284
15202,690,10610,9857,47190,15,6.284
15263,690,11025,9857,47190,16,6.703
15319,690,11025,9857,48951,16,6.703
15369,690,11025,9857,48951,17,7.122
15419,690,12279,9857,48951,17,7.122
15469,690,12279,9857,48951,18,7.541
15519,690,12279,123,48951,18,7.541
15569,690,12279,123,48951,18,7.541
15619,690,12183,123,48951,19,7.960
15669,690,12183,123,48951,19,7.960
15719,690,12183,123,48951,20,8.379
15781,690,12183,123,48951,20,8.379
15831,690,12229,123,48951,21,8.798
15881,690,12229,122,48951,21,8.798
15931,690,12229,122,48951,21,8.798
15981,690,12229,122,48951,22,9.216
16031,689,12223,122,48951,22,9.216
16088,689,12223,122,48951,23,9.635
16138,689,12223,122,48951,23,9.635
16188,689,12223,122,48951,23,9.635
16238,689,12170,122,48951,24,10.054
16300,689,12170,122,48951,24,10.054
16350,689,12170,122,48951,25,10.473
16400,689,12170,122,48951,25,10.473
16450,689,12169,122,48951,26,10.892
16500,689,12169,122,48951,26,10.892
16550,689,12169,122,48951,26,10.892
16600,689,12169,122,48951,27,11.311
16650,689,12035,122,48951,27,11.311
16700,689,12035,121,48951,28,11.730
16750,689,12035,121,48951,28,11.730
16817,690,12128,121,48951,29,12.149
16867,690,12128,121,48951,29,12.149
16917,690,12128,121,48949,29,12.149
16967,690,12128,121,48949,30,12.568
17017,690,12127,121,48949,30,12.568
17067,690,12127,121,48949,31,12.987
17117,690,12127,122,48949,31,12.987
17167,690,12127,122,48949,31,12.987
17217,690,12051,122,48949,32,13.406
17267,690,12051,122,48949,32,13.406
17329,690,12051,122,48952,33,13.825
17379,690,12051,122,48952,33,13.825
17429,690,12051,122,48952,33,13.825
17479,690,12051,122,48952,34,14.244
17535,690,12051,122,48952,34,14.244
17585,690,12051,122,48952,35,14.663
17635,689,11951,122,48952,35,14.663
17685,689,11951,122,48952,35,14.663
17735,689,11951,122,48951,36,15.082
17785,689,11951,122,48951,36,15.082
17847,689,11987,122,48951,37,15.500
17897,689,11987,122,48951,37,15.500
17947,689,11987,122,48951,38,15.919
17997,689,11987,122,48951,38,15.919
18047,689,11994,122,48951,38,15.919
18097,689,11994,122,48951,39,16.338
18147,689,11994,122,48951,39,16.338
18197,689,11994,122,48951,39,16.338
18247,689,11964,122,48951,40,16.757
18303,689,11964,122,48951,40,16.757
18365,689,11964,122,48951,41,17.176
18415,689,11946,122,48951,41,17.176
18465,689,11946,122,48951,42,17.595
18515,689,11946,122,48951,42,17.595
18565,689,11946,122,48951,42,17.595
18615,689,11833,122,48951,43,18.014
18665,689,11833,122,48951,43,18.014
18715,689,11833,122,48951,44,18.433
18765,689,11833,122,48951,44,18.433
18815,689,11880,122,48951,44,18.433
18877,689,11880,122,48951,45,18.852
18927,689,11880,122,48950,45,18.852
18977,689,11880,122,48950,46,19.271
19033,689,11878,122,48950,46,19.271
19083,689,11878,122,48950,46,19.271
19133,689,11878,121,48950,47,19.690
19183,689,11878,121,48950,47,19.690
19233,690,11792,121,48950,48,20.109
19283,690,11792,121,48950,48,20.109
19333,690,11792,121,48950,48,20.109
19395,690,11792,121,48950,49,20.528
19445,690,11825,121,48950,49,20.528
19495,690,11825,121,48950,50,20.947
19545,690,11825,121,48950,50,20.947
19595,690,11825,121,48950,50,20.947
19645,690,11717,121,48950,51,21.366
19695,690,11717,121,48950,51,21.366
19751,690,11717,121,48951,52,21.784
19801,690,11717,121,48951,52,21.784
19851,690,11778,121,48951,52,21.784
19912,690,11778,122,48951,53,22.203
19962,690,11778,122,48951,53,22.203
20012,689,11777,122,48951,54,22.622
20062,689,11777,122,48951,54,22.622
20112,689,11777,122,48949,54,22.622
20162,689,11777,122,48949,55,23.041
20212,689,11703,122,48949,55,23.041
20262,689,11703,122,48949,56,23.460
20312,689,11703,122,48949,56,23.460
20362,689,11703,122,48949,56,23.460
20423,689,11752,122,48949,57,23.879
20478,689,11752,122,48949,57,23.879
20528,689,11752,122,48949,58,24.298
20578,689,11752,122,48949,58,24.298
20628,689,11725,122,48949,58,24.298
20678,689,11725,122,48949,59,24.717
20728,689,11725,122,48949,59,24.717
20778,689,11725,122,48949,60,25.136
20828,690,11681,122,48949,60,25.136
20878,690,11681,122,48949,60,25.136
20939,690,11681,122,48950,61,25.555
20989,690,11681,122,48950,61,25.555
21039,690,11699,122,48950,62,25.974
21089,690,11699,122,48950,62,25.974
21139,690,11699,122,48950,62,25.974
21194,690,11699,122,48950,63,26.393
21244,690,11582,122,48950,63,26.393
21294,690,11582,122,48950,64,26.812
21344,690,11582,122,48949,64,26.812
21394,690,11582,122,48949,64,26.812
21456,690,11621,122,48949,65,27.231
21506,690,11621,122,48949,65,27.231
21556,690,11621,122,48949,66,27.649
21606,690,11642,122,48949,66,27.649
21656,690,11642,122,48949,66,27.649
21706,690,11642,122,48949,67,28.068
21756,690,11642,122,48950,67,28.068
21806,690,11576,122,48950,68,28.487
21856,690,11576,122,48950,68,28.487
21906,690,11576,122,48950,68,28.487
21974,690,11576,121,48950,69,28.906
22024,690,11573,121,48950,69,28.906
22074,690,11573,121,48950,70,29.325
22124,690,11573,121,48949,70,29.325
22174,690,11573,121,48949,70,29.325
22224,690,11486,121,48949,71,29.744
22274,690,11486,121,48949,71,29.744
22324,690,11486,122,48949,72,30.163
22374,690,11486,122,48949,72,30.163
22424,689,11528,122,48949,72,30.163
22486,689,11528,122,48949,73,30.582
22536,689,11528,122,48950,73,30.582
22586,689,11528,122,48950,74,31.001
22636,689,11534,122,48950,74,31.001
22692,689,11534,122,48950,74,31.001
22742,689,11534,121,48950,75,31.420
22792,689,11534,121,48950,75,31.420
22842,689,11448,121,48950,75,31.420
22892,689,11448,121,48950,76,31.839
22942,689,11448,121,48949,76,31.839
23003,689,11486,121,48949,77,32.258
23053,689,11486,121,48949,77,32.258
23103,689,11486,121,48949,77,32.258
23153,689,11486,121,48949,78,32.677
23203,689,11481,121,48949,78,32.677
23253,690,11481,121,48949,79,33.096
23303,690,11481,121,48949,79,33.096
23353,690,11481,121,48949,79,33.096
23409,690,11469,121,48949,80,33.515
23459,690,11469,121,48949,80,33.515
23520,690,11469,121,48949,81,33.933
23570,690,11469,122,48949,81,33.933
23620,690,11429,122,48949,81,33.933
23670,690,11429,122,48949,82,34.352
23720,690,11429,122,48949,82,34.352
23770,690,11429,122,48949,82,34.352
23820,690,11307,122,48949,83,34.771
23870,690,11307,122,48949,83,34.771
23920,690,11307,0,48949,84,35.190
23970,690,11307,0,48949,84,35.190
24031,689,11378,0,48949,84,35.190
24081,689,11378,0,48949,85,35.609
24131,689,11378,0,48948,85,35.609
24187,689,11378,0,48948,86,36.028
24237,689,11396,0,48948,86,36.028
24287,689,11396,0,48948,86,36.028
24337,689,11396,122,48948,87,36.447
24387,689,11396,122,48948,87,36.447
24437,689,11301,122,48948,88,36.866
24487,689,11301,122,48948,88,36.866
24549,689,11301,122,48948,88,36.866
24599,689,11301,122,48948,89,37.285
24649,689,11321,122,48948,89,37.285
24699,689,11321,122,48948,89,37.285
24749,689,11321,122,48948,90,37.704
24799,689,11321,122,48948,90,37.704
24849,689,11354,122,48948,91,38.123
24905,689,11354,122,48948,91,38.123
24955,689,11354,122,48948,91,38.123
25005,689,11292,122,48948,92,38.542
25067,689,11292,122,48948,92,38.542
25117,689,11292,122,48948,93,38.961
25167,689,11292,121,48948,93,38.961
25217,689,11272,121,48948,93,38.961
25267,689,11272,121,48948,94,39.380
25317,689,11272,121,47190,94,39.380
25367,689,11272,121,47190,94,39.380
25417,689,11197,121,47190,95,39.798
25467,689,11197,121,47190,95,39.798
25517,689,11197,122,47190,96,40.217
25580,689,11197,122,47190,96,40.217
25636,689,11240,122,47190,96,40.217
25686,689,11240,122,48948,97,40.636
25736,689,11240,122,48948,97,40.636
25786,689,11240,122,48948,98,41.055
25836,689,11231,122,48948,98,41.055
25886,689,11231,122,48948,98,41.055
25936,689,11231,122,48948,99,41.474
25986,689,11231,122,48948,99,41.474
26036,689,11145,122,48948,99,41.474
26097,689,11145,122,48948,100,41.893
26147,689,11145,122,48948,100,41.893
26197,689,11145,122,48948,101,42.312
26247,689,11201,122,48948,101,42.312
26297,689,11201,122,48948,101,42.312
26358,689,11201,122,48948,102,42.731
26408,689,11203,122,48948,102,42.731
26458,689,11203,122,48948,103,43.150
26508,689,11203,122,48948,103,43.150
26558,689,11203,122,48948,103,43.150
26643,689,11131,122,48948,104,43.569
26693,689,11131,121,48948,104,43.569
26743,689,11131,121,48948,105,43.988
26793,689,11131,121,48948,105,43.988
26843,689,11140,121,48948,105,43.988
26893,689,11140,121,48948,106,44.407
26943,689,11140,121,48948,106,44.407
26993,689,11140,121,48948,106,44.407
27043,689,11055,121,48948,107,44.826
27099,689,11055,121,48948,107,44.826
27166,689,11055,121,48948,108,45.245
27216,690,11129,121,48948,108,45.245
27266,690,11129,121,48948,108,45.245
27316,690,11129,121,48948,109,45.664
27366,690,11129,121,48948,109,45.664
27416,690,11093,121,48948,110,46.082
27466,690,11093,121,48948,110,46.082
27516,690,11093,122,48948,110,46.082
27566,690,11093,122,48948,111,46.501
27616,690,10972,122,48948,111,46.501
27678,690,10972,122,48948,112,46.920
27728,690,10972,122,48948,112,46.920
27778,690,10972,122,48948,112,46.920
27834,690,11054,122,48948,113,47.339
27884,690,11054,122,48948,113,47.339
27934,690,11054,122,48948,113,47.339
27984,690,11054,122,48948,114,47.758
28034,689,11029,122,48948,114,47.758
28084,689,11029,122,48948,114,47.758
28134,689,11029,122,48948,115,48.177
28196,689,11029,122,48948,115,48.177
28246,689,10940,122,48948,116,48.596
28296,689,10940,122,48948,116,48.596
28346,689,10940,122,48948,116,48.596
28396,689,10940,122,48948,117,49.015
28446,689,11006,122,48948,117,49.015
28496,689,11006,122,48948,117,49.015
28552,689,11006,122,48947,118,49.434
28602,689,11006,122,48947,118,49.434
28652,689,10998,122,48947,119,49.853
28714,689,10998,121,48947,119,49.853
28764,689,10998,121,48947,119,49.853
28814,689,10980,121,48947,120,50.272
28864,689,10980,121,48947,120,50.272
28914,689,10980,121,48947,121,50.691
28964,689,10980,121,48947,121,50.691
29014,689,10956,121,48947,121,50.691
29064,689,10956,121,48947,122,51.110
29114,689,10956,122,48947,122,51.110
29164,689,10956,122,48947,122,51.110
29226,689,10827,122,48947,123,51.529
29282,689,10827,122,48947,123,51.529
29332,689,10827,122,48947,124,51.947
29382,689,10827,122,48947,124,51.947
29432,689,10901,122,48947,124,51.947
29482,689,10901,122,48947,125,52.366
29532,689,10901,122,48947,125,52.366
29582,689,10901,122,48947,125,52.366
29632,689,10903,122,48947,126,52.785
29682,689,10903,122,48947,126,52.785
29744,689,10903,122,48947,126,52.785
29794,689,10903,122,48947,127,53.204
29844,689,10796,122,48947,127,53.204
29894,689,10796,122,48947,128,53.623
29950,689,10796,121,48947,128,53.623
30000,689,10796,121,48947,128,53.623
30050,689,10884,121,48947,129,54.042
30100,689,10884,121,48947,129,54.042
30150,689,10884,121,47190,129,54.042
30200,689,10884,121,47190,130,54.461
30262,689,10860,121,47190,130,54.461
30312,689,10860,121,47190,131,54.880
30362,689,10860,122,47190,131,54.880
30412,689,10719,122,47190,131,54.880
30462,689,10719,122,47190,132,55.299
30512,689,10719,122,47190,132,55.299
30562,689,10719,122,48948,132,55.299
30612,689,10798,122,48948,133,55.718
30668,689,10798,122,48948,133,55.718
30718,689,10798,121,48948,133,55.718
30780,689,10798,121,48948,134,56.137
30830,689,10806,121,48948,134,56.137
30880,689,10806,121,48948,135,56.556
30930,689,10806,121,48947,135,56.556
30980,689,10806,121,48947,135,56.556
31030,689,10719,121,48947,136,56.975
31080,689,10719,121,48947,136,56.975
31130,689,10719,121,48947,136,56.975
31180,689,10719,121,48947,137,57.394
31230,690,10764,121,48947,137,57.394
31292,690,10764,121,48947,138,57.813
31342,690,10764,121,48947,138,57.813
31398,690,10764,121,48947,138,57.813
31448,690,10761,121,48947,139,58.231
31498,690,10761,121,48947,139,58.231
31548,690,10761,121,48947,139,58.231
31598,690,10761,121,48947,140,58.650
31648,690,10696,121,48947,140,58.650
31698,690,10696,121,48947,140,58.650
31748,690,10696,121,48947,141,59.069
31809,690,10696,121,48947,141,59.069
31859,690,10696,121,48947,142,59.488
31909,690,10696,121,48947,142,59.488
31959,690,10696,122,48947,142,59.488
32009,690,10604,122,48947,143,59.907
32059,690,10604,122,48947,143,59.907
32114,690,10604,122,48947,143,59.907
32164,690,10604,122,48947,144,60.326
32214,690,10654,122,48947,144,60.326
32264,690,10654,122,48947,144,60.326
32325,690,10654,122,48947,145,60.745
32375,690,10654,9827,48947,145,60.745
32425,690,10663,9827,48947,146,61.164
32475,690,10663,9827,48947,146,61.164
32525,690,10663,9827,48947,146,61.164
32575,690,10663,9827,48946,147,61.583
32625,690,10559,9827,48946,147,61.583
32675,690,10559,9827,48946,147,61.583
32725,690,10559,9827,48946,148,62.002
32775,690,10559,9822,48946,148,62.002
32842,689,10595,9822,48946,148,62.002
32892,689,10595,9822,48946,149,62.421
32942,689,10595,9822,48946,149,62.421
32992,689,10595,9822,48946,150,62.840
33042,689,10603,9822,48946,150,62.840
33092,689,10603,9822,48946,150,62.840
33142,689,10603,9822,48946,151,63.259
33192,689,10603,123,48946,151,63.259
33242,689,10510,123,48946,151,63.259
33292,689,10510,123,48946,152,63.678
33354,689,10510,123,48946,152,63.678
33404,689,10554,123,48946,152,63.678
33454,689,10554,123,48946,153,64.097
33510,689,10554,123,48946,153,64.097
33560,689,10554,123,48946,153,64.097
33610,689,10562,121,48946,154,64.515
33660,689,10562,121,48946,154,64.515
33710,689,10562,121,48946,155,64.934
33760,689,10562,121,48946,155,64.934
33810,689,10465,121,48946,155,64.934
33872,689,10465,121,48946,156,65.353
33922,689,10465,121,48946,156,65.353
33972,689,10465,122,48946,156,65.353
34022,689,10510,122,48946,157,65.772
34072,689,10510,122,48946,157,65.772
34122,689,10510,122,48946,157,65.772
34172,689,10510,122,48945,158,66.191
34228,689,10505,122,48945,158,66.191
34278,689,10505,122,48945,158,66.191
34328,689,10505,122,48945,159,66.610
34391,689,10505,121,48945,159,66.610
34441,690,10413,121,48945,160,67.029
34491,690,10413,121,48945,160,67.029
34541,690,10413,121,48945,160,67.029
34591,690,10413,121,48946,161,67.448
34641,690,10465,121,48946,161,67.448
34691,690,10465,121,48946,161,67.448
34741,690,10465,121,48946,162,67.867
34791,690,10465,121,48946,162,67.867
34841,690,10460,121,48946,162,67.867
34903,690,10460,121,48946,163,68.286
34959,690,10460,121,48946,163,68.286
35009,690,10369,121,48946,164,68.705
35059,690,10369,121,48946,164,68.705
35109,690,10369,121,48946,164,68.705
35159,690,10369,121,48946,165,69.124
35209,689,10412,121,48946,165,69.124
35259,689,10412,121,48946,165,69.124
35309,689,10412,121,48946,166,69.543
35359,689,10412,121,48946,166,69.543
35421,689,10408,121,48946,166,69.543
35471,689,10408,121,48946,167,69.962
35521,689,10408,121,48946,167,69.962
35571,689,10408,121,48946,167,69.962
35621,689,10368,122,48946,168,70.380
35677,689,10368,122,48946,168,70.380
35727,689,10368,122,48946,168,70.380
35777,689,10368,122,48946,169,70.799
35827,689,10360,122,48946,169,70.799
35877,689,10360,122,48946,169,70.799
35947,689,10360,122,48946,170,71.218
35997,689,10360,122,48946,170,71.218
36047,690,10351,122,48946,171,71.637
36097,690,10351,122,48946,171,71.637
36147,690,10351,122,48946,171,71.637
36197,690,10351,122,48946,172,72.056
36247,690,10316,122,48946,172,72.056
36297,690,10316,122,48946,172,72.056
36347,690,10316,122,48946,173,72.475
36403,690,10317,121,48946,173,72.475
36465,690,10317,121,48946,173,72.475
36515,690,10317,121,48946,174,72.894
36565,690,10317,121,48946,174,72.894
36615,690,10303,121,48946,175,73.313
36665,690,10303,121,48946,175,73.313
36715,690,10303,121,48946,175,73.313
36765,690,10303,121,48946,176,73.732
36815,690,10274,121,48946,176,73.732
36865,690,10274,121,48946,176,73.732
36915,690,10274,121,48946,177,74.151
36977,690,10274,121,48946,177,74.151
37027,690,10279,121,48946,177,74.151
37083,690,10279,121,48946,178,74.570
37133,690,10279,121,48946,178,74.570
37183,690,10279,121,48946,178,74.570
37233,690,10269,121,48946,179,74.989
37283,690,10269,121,48946,179,74.989
37333,690,10269,121,48946,179,74.989
37383,690,10269,121,48946,180,75.408
37433,690,10205,121,48946,180,75.408
37494,690,10205,121,48946,180,75.408
37544,690,10205,121,48946,181,75.827
37594,690,10205,121,48946,181,75.827
37644,689,10215,121,48946,181,75.827
37694,689,10215,121,48946,182,76.246
37744,689,10215,121,48946,182,76.246
37800,689,10215,121,48946,183,76.664
37850,689,10132,121,48945,183,76.664
37900,689,10132,121,48945,183,76.664
37950,689,10132,121,48945,184,77.083
38011,689,10206,121,48945,184,77.083
38061,689,10206,0,48945,184,77.083
38111,689,10206,0,48945,185,77.502
38161,689,10206,0,48945,185,77.502
38211,689,10168,0,48945,185,77.502
38261,689,10168,0,48604,186,77.921
38311,689,10168,0,48604,186,77.921
38361,689,10168,0,48604,186,77.921
38411,689,10038,0,48604,187,78.340
38461,689,10038,122,48604,187,78.340
38522,689,10038,122,48604,187,78.340
38577,689,10038,122,48604,188,78.759
38627,689,10148,122,48945,188,78.759
38677,689,10148,122,48945,188,78.759
38727,689,10148,122,48945,189,79.178
